100000 100000
A 13468 26722
H 17323 1829
S 430 21425
A 14154 22152
A 5042 15265
A 8721 30145
A 14078 18214
S 8659 4203
H 22250 5059
H 8091 24639
S 31396 24702
S 11559 3124
A 1042 14027
S 6210 14821
S 7044 12532
H 3903 8101
H 18776 15010
S 22795 28623
S 6891 5016
H 26755 9783
S 25189 17856
H 17946 9924
S 14660 30488
S 15348 18585
A 21789 31669
A 12281 27480
S 1814 6861
S 29847 7272
A 12345 13143
S 25637 12354
S 13889 2824
S 9252 6191
S 32047 3363
H 17625 14079
A 10104 26782
H 26351 6049
H 18495 20217
S 29727 16039
S 28673 18353
H 6422 27668
S 21466 14330
H 24083 5390
A 12736 21420
S 18667 13633
A 15823 20004
H 11897 26142
H 28433 5873
H 4771 32314
H 25646 8121
S 32129 25971
S 3597 15005
S 20800 23211
H 19553 32236
H 16345 11831
A 26396 27262
H 20667 84
S 26759 7373
A 17907 30015
H 20285 29906
S 28022 6342
H 22291 17526
S 22168 26983
A 23388 28794
H 19680 18269
H 30885 32630
S 12461 24106
S 24993 27825
H 7017 8061
S 30760 29310
S 68 7301
S 8257 19141
S 31656 1808
S 8492 18761
A 4837 30220
H 19680 1726
S 4810 16702
S 8325 25808
S 22302 30284
H 12489 21165
H 24125 7535
H 2852 13998
S 29512 20068
H 20841 3380
H 16029 1662
S 18228 30161
S 32667 22238
S 24849 24405
S 25566 28222
S 13176 6242
S 12148 17363
H 29677 3455
H 1722 20785
A 10467 16117
H 30181 26430
S 13630 18390
S 7005 20102
A 12921 31988
S 29053 7583
S 6367 1473
A 4180 26959
A 5988 10824
A 11097 16595
S 17654 14521
S 13473 21
S 4954 10825
S 30058 15666
S 12281 25168
H 25691 869
S 22829 21480
S 29704 9450
S 12004 22911
S 21028 15611
S 15283 26394
A 7864 23962
H 28600 19252
S 12082 3559
S 6359 15239
H 17465 17458
H 7222 16923
H 10868 21261
A 5235 25344
S 24020 25353
H 8412 16812
A 6882 17406
H 25761 17899
H 15843 5695
A 16501 21536
H 31156 20324
H 6689 5940
S 26018 14933
S 31211 3496
S 14649 4190
H 15852 3696
S 3638 16650
S 24408 28135
A 14813 17178
S 25305 4497
H 12538 18552
H 2733 31566
S 27446 21229
A 2179 14527
S 6929 4206
S 15258 5313
S 25200 24728
A 22354 27796
S 22568 27150
H 14256 26743
S 30104 22816
S 11074 28966
S 138 32170
S 7971 26054
H 28053 13179
H 24982 12696
A 732 13930
H 17860 8753
A 20239 31959
H 27973 4209
H 24172 18148
S 19512 32175
S 26108 12206
A 789 13262
S 24436 7493
S 30077 4668
S 18368 18900
H 10168 19213
S 30130 5794
H 29855 15013
S 14890 23327
S 11300 2490
H 25837 6613
A 11958 15504
A 2830 10483
S 13362 953
A 5647 15184
A 11555 25033
S 5946 20477
S 9082 22196
S 27633 28344
S 15370 3283
A 14438 21600
S 3180 19655
H 23400 28351
S 28946 5294
H 2650 22591
S 32178 25706
S 4751 30529
S 5723 29669
A 19185 23775
H 18885 27038
S 15190 11682
H 13760 5851
S 29261 6428
S 9422 3162
S 9547 21351
H 16462 21847
H 9595 27372
S 13503 8247
S 25255 7954
H 3587 25420
S 16617 20114
S 28593 29019
H 9371 22337
S 12747 17645
S 29483 2816
S 25727 23202
H 25307 3081
A 4592 23991
S 3224 5858
S 18850 2323
A 2703 6763
H 21375 5153
S 29236 28639
H 28238 6273
A 12201 26344
S 7482 3371
A 19985 29146
S 27086 30080
A 14387 16283
S 2651 12194
A 25517 28609
A 9500 12426
A 25332 27770
S 11503 5971
S 17599 31078
A 6852 11889
H 29054 3506
S 21268 19663
H 14082 9696
S 26873 25095
H 2539 7122
S 14524 8244
H 4719 17136
S 4600 31500
A 19125 30555
S 28067 26430
S 29557 13819
H 1693 13911
H 13133 19729
S 11150 27278
S 29349 1279
H 22339 15176
S 6126 140
S 6341 3641
H 29082 8149
S 9952 12908
H 3111 6558
H 13010 404
H 10541 26024
H 15455 370
S 32486 25000
S 23931 574
H 25817 8885
H 20032 22605
A 15792 25423
S 20988 32365
H 5995 580
S 25710 31658
S 29286 8478
S 27273 8829
S 13550 12518
S 27744 30868
H 21591 12892
H 1539 7605
H 32213 10992
A 11621 23410
A 22663 25129
S 32760 10843
S 10090 29495
S 31621 21487
S 27965 11487
H 30944 9467
H 3446 11789
S 15828 30955
S 3282 14247
H 27286 16115
H 22833 23674
S 12313 3233
A 7769 13240
A 6210 17684
A 13246 18796
S 28640 30936
S 1480 13208
S 3955 19602
S 2044 19719
S 14378 26624
H 11984 3886
A 16258 18721
S 14440 10607
H 25925 10653
S 19036 1700
S 1891 13368
S 11222 17976
S 2793 24566
S 24259 27685
S 2830 31783
S 26163 15690
S 30871 25343
A 12181 14197
H 19073 18716
H 24737 11756
H 18478 1155
S 10883 15852
H 11238 28302
H 13605 27074
H 21198 8596
S 5486 15063
S 27561 7719
H 8080 8710
H 10225 11575
A 7476 28816
S 27447 27533
H 32685 4362
H 25287 8267
A 4605 32152
S 25595 9077
A 18605 23534
H 31185 31418
H 29617 11015
H 14997 16874
S 2511 10397
S 25792 16867
A 4021 23356
S 28252 5082
H 31826 9229
H 13455 10310
S 31239 13992
S 24854 20449
H 17055 29878
A 19057 31198
H 30590 26863
S 29430 12889
S 17586 21842
H 5521 11561
S 14582 30383
S 11990 26785
S 21961 21463
S 20393 26844
H 16924 14612
S 693 22444
H 3920 28850
S 20577 11846
A 28604 29557
H 16499 2509
H 3339 6724
S 22412 4194
S 944 1228
S 25291 20417
S 30340 16545
S 20013 16275
S 29741 24402
A 21136 24829
S 438 32135
H 3672 8723
H 19660 24541
H 10283 1849
H 23291 3228
H 32072 30107
S 11002 25435
H 9556 8508
A 4076 7731
S 21440 26195
A 26674 28665
S 25359 2281
A 19765 23714
S 12453 18171
H 6767 12705
S 28650 10378
S 28538 19460
S 20956 22106
S 5938 1367
S 23156 19291
S 18183 19636
A 3937 15847
S 5457 24404
S 25600 30042
S 18075 12325
S 29864 13750
H 10598 14335
S 22427 20044
S 13593 28762
H 5176 31140
A 14472 19482
H 16714 27667
S 10807 27110
A 29060 31685
S 32760 31104
S 392 2094
A 17951 20584
H 7436 13
H 10870 10166
S 30974 27792
S 6150 4516
S 24244 3389
A 11092 27712
H 18564 9126
S 18371 15122
S 2659 24337
H 1222 11577
A 14242 24920
S 5713 30210
S 23264 17831
S 3337 5784
S 24989 3340
S 14671 15941
H 28392 7729
A 5538 26321
S 30998 9355
S 5495 30563
H 17555 20701
S 29715 31630
A 20464 21027
S 31749 25680
H 20200 4
S 19281 10017
A 9859 15099
S 8554 29552
H 445 21650
A 7056 12573
A 2859 17553
S 14641 6861
S 28628 5045
S 25937 7474
H 334 8757
H 25392 16535
S 22323 27080
S 11177 21581
H 5389 3430
A 22003 27611
S 14275 5761
A 3056 25043
A 4929 31066
H 29285 14727
A 20524 26202
A 1998 4089
H 19176 25751
H 11456 20894
S 7407 9532
A 4522 15166
S 9965 441
S 30390 22711
A 13764 30321
A 17265 23822
S 9755 14723
S 5855 6587
S 9525 15819
S 30121 32660
A 18342 30683
H 6501 25567
S 5755 1553
H 1517 13227
A 6603 7738
S 17902 22750
H 30103 4266
A 16711 31844
S 26490 9859
A 10107 18122
A 23988 31372
A 10519 24973
H 32354 1282
H 27997 28214
H 29116 8805
A 20334 21565
S 12838 11454
A 16334 16973
S 31545 15371
H 89 6130
A 3341 19924
S 15344 5877
S 27501 15649
S 254 20312
A 6333 27452
S 31600 217
S 6835 3850
H 20913 10142
S 27451 9181
H 9536 4563
H 25112 12818
S 764 31322
S 13346 31444
H 22594 18665
S 27445 15834
S 6503 21026
H 17954 11008
S 31544 21130
H 21071 27396
S 17542 30060
S 22716 20945
H 7659 5385
S 30384 4639
S 13636 5031
A 32081 32316
S 22426 17753
S 5447 19413
S 8046 28826
S 2550 26995
S 20133 10
S 2430 7762
S 12931 10747
S 25284 30874
S 21881 8836
A 20571 25590
S 5561 29522
A 13164 32190
S 18622 24706
S 10714 22335
A 13138 25616
H 32059 23512
A 6847 20944
S 29832 28656
H 24352 13291
H 12296 24421
H 14361 29768
H 8035 32134
A 379 9302
A 13501 27880
S 12710 24073
H 19953 10971
S 18065 32538
H 1611 28792
H 22444 7162
S 2719 22299
A 8696 16934
S 21073 7469
S 12865 30846
S 9051 28647
S 22445 12156
H 769 8886
S 769 9848
S 3188 14536
S 28365 17634
H 19141 18626
S 15347 3201
S 26032 11222
S 23625 13585
S 2345 8353
S 6071 11368
S 32175 24488
S 22346 22717
S 31700 25163
A 16116 25322
S 28542 7805
H 10734 11453
S 12230 2225
H 9984 31666
S 13951 6827
A 23214 26898
H 11987 14663
A 5585 21907
S 21623 27720
H 16219 1992
H 9567 17104
H 30499 4868
S 26104 17431
S 6026 1535
S 31834 16236
A 4828 28394
S 16625 32693
S 12801 17245
S 9087 9696
S 21754 11598
A 2820 31122
S 29072 5023
H 1992 22053
H 1524 28966
H 26981 15062
H 27524 12301
S 29236 27954
S 13683 23877
H 5290 3293
A 1777 2462
S 19132 27661
S 11639 21081
S 2546 30930
H 14142 18763
S 31634 32271
A 10001 14561
H 6142 16100
S 7666 6834
S 28828 27255
S 10320 5985
S 30169 24418
A 7407 8126
S 28464 32049
A 4970 5345
A 10156 14644
H 14538 5559
S 16912 29415
S 21294 9130
A 86 14081
H 7235 17077
S 30119 13385
S 20649 20548
H 10833 26782
S 27428 25897
H 8325 27800
H 7702 28842
S 15730 19216
H 3651 25533
A 18297 29720
S 779 12239
S 20804 6007
S 32671 7850
S 4525 25079
A 12630 21985
S 7899 19974
S 3816 21003
S 24486 15064
S 20067 18828
A 3931 26566
A 8832 27983
S 23291 11813
H 15803 1449
S 26127 18498
H 3216 12294
S 8438 18419
S 22425 71
A 6346 9329
H 7484 19222
S 11561 31350
S 30884 15906
S 29314 2787
A 10235 14410
S 1971 840
H 5669 3857
A 23593 31023
S 32736 11384
S 24500 3062
A 12101 17136
H 26574 10907
A 13210 17246
S 19982 20940
A 9408 30102
A 3085 31220
S 29356 25561
S 15453 24801
S 31689 5399
H 11570 305
A 27844 29558
H 11320 11876
S 18191 3947
A 19468 26347
S 30081 30480
A 7720 23208
S 32426 1700
H 32015 32511
H 24233 5766
S 31721 16238
H 710 30704
S 32051 12542
S 12345 17428
S 2911 19697
S 19684 31099
S 1132 19571
H 23536 20904
S 27610 15415
S 22918 11631
S 12433 14414
A 133 18462
S 21518 26646
S 1819 21806
S 4722 15247
H 15789 26395
S 17228 8836
H 5676 206
H 14643 19255
S 1391 18725
H 31366 14755
H 14023 5845
H 22510 2411
H 16553 15875
H 13698 15371
S 20268 12342
S 24969 25066
S 18656 16728
S 8284 2138
S 26550 1163
A 14036 28593
S 8931 2535
S 17729 29689
S 26635 25234
S 17126 6123
A 17066 20761
S 28265 5424
S 4487 28909
S 8632 1566
S 4363 564
H 14420 31852
S 25316 13077
H 11522 30099
A 7240 20532
S 20553 26831
H 20782 3743
S 2901 29701
S 25607 10681
A 6924 17400
H 486 19635
H 7545 2445
S 20801 25220
S 16350 28948
A 21449 29300
A 26120 29133
S 11889 9771
A 15141 21434
S 14546 5541
S 18251 21083
S 28100 20051
S 8397 28305
S 18806 28052
A 6768 13140
H 6677 10144
H 17974 27117
H 28287 27367
S 10844 30673
S 21299 11472
S 11262 12810
S 23587 17328
S 9054 3324
S 5492 24598
A 1882 21824
S 3672 27579
A 15091 21654
S 6267 24248
S 27423 10746
H 23489 3023
H 17520 24084
H 20806 2795
S 8325 13442
A 21798 27099
H 6461 20392
H 25466 26606
S 17439 16397
S 28263 27945
S 17016 22894
S 3570 1125
S 25370 30473
H 27162 28016
S 22730 1495
S 24196 3831
S 5301 1702
A 13304 18562
A 4949 13960
S 14614 28970
S 19456 6562
H 4411 32678
H 22540 17223
S 32225 3197
S 24024 13913
S 5715 5372
S 1621 18982
H 23299 30150
S 30498 19467
S 19449 26393
S 10205 19696
A 5451 19150
H 32582 31599
S 13676 246
A 6101 21434
A 21568 32298
S 8942 26232
A 4899 10975
A 760 31263
S 15730 13660
S 768 4967
H 15928 2095
S 31797 29543
S 27397 5418
S 17369 12049
A 10575 23834
A 7669 21885
H 2426 6205
S 30922 14961
S 23923 19952
S 10343 631
S 10431 19452
S 10199 28528
A 21383 24406
S 21615 16613
S 3193 4010
S 25006 26867
H 32172 3081
H 27542 15027
A 1936 12734
H 10725 23077
A 8160 30952
A 9528 10808
A 1921 12028
S 11128 24838
S 16584 9804
S 29484 21342
S 28622 23278
H 30081 16435
S 22230 8854
S 5409 14731
S 21633 19142
H 15417 3064
S 18816 19985
S 17975 1742
A 1409 30961
S 23086 5779
S 8172 32506
S 24797 4173
S 20732 8988
H 3526 10185
S 21728 13747
A 5353 9198
A 399 17896
H 12019 19374
H 31720 23874
S 3069 2884
S 11860 2126
A 17584 22840
S 9160 21519
H 6168 28604
H 29939 26227
A 17883 27877
H 8739 14558
A 3079 18555
H 16869 24522
H 21099 4758
H 13420 14346
S 190 22217
H 23240 23726
S 28533 7179
S 8717 21763
A 4739 28209
S 4606 19491
A 29570 32408
H 19414 27657
A 28349 30584
A 13363 20800
S 3667 21736
S 21672 26665
A 609 9848
S 2915 3213
S 22623 8328
A 20321 27000
A 11272 18387
A 8553 16218
S 14989 694
A 7689 22415
A 4347 20269
H 1738 27746
H 10798 30826
S 28222 7238
S 29908 3671
S 12547 19040
H 30013 26021
S 32477 692
S 2846 26100
S 7775 17057
H 6873 31737
S 6897 30310
S 32359 31789
S 5 8931
S 27650 18520
H 30175 7902
H 4256 23967
S 21314 363
A 28819 29729
A 4942 21714
S 2797 6732
S 30232 12136
S 19583 1383
H 12645 8853
H 9602 32269
S 774 21895
S 8527 10884
S 16783 27513
S 16826 21053
S 25 5846
A 10203 23774
H 4306 16678
H 21112 5282
H 11571 21981
H 32328 26360
S 5798 6119
S 3778 20382
H 32153 30714
H 26177 6587
H 30243 30242
S 19098 32663
S 2243 17149
A 15621 28537
S 21230 9625
A 4639 12707
H 32351 12548
H 19040 1906
A 8415 26469
S 25317 18295
H 27046 22168
S 16164 10601
H 18445 31000
S 8081 3218
S 20450 14087
H 1258 14186
S 59 12276
S 6583 2212
S 30271 8963
A 30029 32662
S 29697 16877
S 19959 15172
A 23249 32123
A 5759 22551
S 13146 23743
S 11861 11474
H 11494 696
S 17214 10033
S 10905 32296
S 5849 169
A 20621 28092
S 19233 21120
S 23567 30433
H 18535 29832
S 14695 6103
S 32515 10643
H 3835 3548
S 1504 31042
S 10412 28298
S 28103 4016
H 8118 16318
A 12152 20644
S 6783 23455
A 3913 12013
S 23838 22175
A 23719 30809
H 28278 31624
H 11212 28231
A 8002 22016
A 3030 4729
S 5988 15864
S 9489 3478
S 847 30476
A 3840 27832
S 24170 19648
H 12407 24561
H 30906 12562
S 24381 17442
H 1340 21739
S 10952 1006
S 2990 2626
A 654 25105
A 3612 21431
S 23059 19788
H 6328 11431
S 10748 13408
A 7206 23715
S 15407 18811
S 21936 31589
A 18335 26914
S 1477 9964
H 15727 2923
S 23530 9267
S 9426 19901
S 7976 17531
H 21414 19097
S 8093 26906
H 31808 13731
S 5548 4453
H 14685 8536
A 147 7791
S 10048 8506
S 3279 4959
A 17747 30300
S 24593 6414
S 24053 28042
A 16925 27577
H 6709 23947
H 26633 2264
S 17832 6442
H 10638 21101
S 10910 31751
H 28541 31598
S 26980 19047
S 25839 8082
A 15222 19793
A 814 10294
S 30930 694
H 4817 20195
S 23989 22676
H 422 15981
A 11100 26967
H 20610 2467
H 9360 6396
A 15095 27929
S 21867 26459
H 9464 26914
S 1287 13361
H 28450 29123
H 13884 22174
H 15707 28947
H 10709 15347
H 10821 22267
H 21379 13928
S 28885 13360
H 11979 4031
S 20192 14891
A 1445 2810
S 6041 32524
S 648 10151
S 7263 29383
H 9741 16002
H 306 9527
A 16980 31864
H 24479 5346
S 18887 24907
S 5644 19607
S 25362 16984
S 6818 10796
S 8800 30498
A 21253 28743
H 24141 18104
H 16756 11053
H 8446 32263
A 10790 30651
H 4706 19128
S 14428 13504
H 14266 6676
S 19782 17804
S 24264 22761
S 32582 13778
S 21829 4785
S 4445 30477
H 32109 7536
S 13936 4442
A 3321 30394
S 20945 21858
S 32305 25497
A 26707 28827
S 27584 12134
S 10977 2306
H 23207 19099
S 17620 16792
S 10468 6851
S 26496 6976
H 7695 15788
H 14763 7640
S 17461 25683
A 9123 11496
S 23949 31560
S 5139 5467
H 30751 32061
S 32094 28549
S 31919 14269
S 6066 6620
S 18572 13115
S 7751 32750
S 31262 9978
S 14026 1607
H 9784 13954
S 11627 31154
H 16546 31128
A 22432 32381
A 11348 20724
A 25545 29064
S 14427 6441
H 21292 9030
A 14979 21599
S 12826 20461
H 5181 12224
S 6403 22166
A 14056 15424
A 8808 18810
S 6092 18112
S 9345 3076
A 23206 26757
S 11218 9857
S 20761 2281
H 12089 24967
H 15779 1174
S 9049 5933
H 764 29599
S 19617 31858
A 12167 21662
A 3930 13934
A 892 15251
A 23289 26289
A 12560 24058
S 6911 26227
A 10265 21242
H 30075 26693
S 24413 24893
S 20159 18828
H 20043 2840
H 21449 6397
H 12897 3197
H 29109 23487
S 25304 30324
S 17042 9846
S 5095 10401
A 2055 8395
S 5543 26125
H 8582 2644
S 18202 4503
S 12039 3562
S 13102 4206
S 4733 11457
S 11211 13918
A 4478 23793
S 6991 29409
H 17890 12070
A 1836 16140
S 10040 32174
H 7574 11445
S 4196 23337
A 4317 25103
S 3023 16765
S 25009 13773
S 13791 29158
S 832 29087
A 7468 30907
S 6191 15468
S 5512 22384
H 1440 4827
S 11930 7441
S 28541 13887
S 9048 22154
H 611 21606
S 22972 26472
S 2333 28843
S 23226 30882
S 16589 5352
H 15858 26866
H 27431 11352
S 5751 11789
S 73 17291
S 13718 1994
H 10757 4093
A 17033 31200
S 28874 26344
S 20445 30857
A 18026 32365
S 22333 23023
S 30054 17710
A 4509 6748
S 31635 7137
S 16245 28983
A 3376 6547
S 25049 14566
H 31169 3720
H 9983 8114
A 767 32341
S 30291 18322
S 18678 17996
S 19464 5250
S 8057 6134
H 15956 58
S 20462 22502
H 18917 3164
S 23379 19398
S 9589 29500
H 15200 14116
H 1466 15233
H 19079 4338
S 12849 27994
H 16758 23672
H 24683 26618
H 32707 25821
S 20205 19603
A 8644 32137
S 22979 12307
S 25116 12474
H 4679 22337
S 24609 25189
A 4322 14617
S 12713 11187
H 4767 29043
H 28459 10877
H 19947 16982
H 4705 10839
A 4323 19596
S 21116 388
S 238 22605
H 14641 1865
H 1695 27932
H 26757 7185
H 25107 9266
S 5985 4390
S 25412 8958
S 24408 228
A 5036 7944
S 8232 10678
S 1207 20402
S 3547 27960
H 16812 21709
A 598 1165
S 14108 5884
S 2378 1095
A 15356 25169
S 384 8612
S 18404 21949
S 13042 5661
H 17724 7190
S 7224 7788
H 30740 31504
S 14891 2464
H 29802 10204
S 26831 15315
A 8104 22999
A 13791 20118
H 17375 5693
S 14107 21185
S 25927 30568
S 32408 13978
H 27206 2031
S 16846 13459
H 20599 31043
S 32278 2067
S 13506 20279
A 15312 29441
S 30403 22870
S 20849 30227
H 20058 18864
S 22491 14669
S 23387 12611
S 6340 10814
H 8359 28221
S 9816 8876
H 4877 29391
S 30556 26011
H 14785 19276
S 25977 14841
S 8530 191
S 21368 12638
S 25446 29004
A 3735 8087
H 5276 2542
S 27202 4856
S 22379 1392
S 13261 2726
S 28126 691
A 3936 29708
S 15720 30884
S 9429 30314
S 8027 22641
S 21710 2467
H 23966 7888
H 18977 21751
H 11954 15230
S 5344 18601
H 13612 8779
H 16189 1569
S 17961 6969
H 7667 12361
S 22386 4002
A 11620 22947
S 16697 12390
A 30805 31120
S 18628 30089
H 19296 32653
S 91 12748
H 1125 30285
S 15954 21793
S 12198 498
S 4113 3857
H 27731 11232
S 28502 24172
S 20657 13266
S 28470 19925
A 18973 20803
H 25472 13581
S 20381 16709
A 138 25868
S 15813 31832
A 14659 27294
S 26888 19689
H 29560 12960
S 28631 2677
S 10639 4392
H 10277 18061
A 12329 26438
H 15386 4140
S 26729 28197
S 14369 26397
H 4814 1184
A 149 23647
S 3560 19128
H 28602 32208
A 553 18836
H 19653 23172
A 7274 29721
A 29468 31376
H 11613 10475
S 27931 24629
A 584 13834
S 2046 25001
A 9773 31991
S 3772 12794
A 14374 22062
S 30717 5301
S 828 13498
H 30579 19290
H 5694 7659
A 7367 7479
S 30643 29996
H 3578 13855
H 3993 27603
S 29995 25046
H 2549 27884
S 11882 31976
H 28848 22319
A 21968 31595
H 6068 5139
A 1269 1790
H 26513 18301
S 8435 1678
H 4618 21891
S 30991 23341
S 6485 25644
S 4565 11501
A 7683 23876
H 14924 16499
H 28865 22678
S 261 18765
S 15468 20771
S 12856 298
S 4666 10301
A 14970 21814
A 1245 20360
H 20457 25606
S 8429 3914
S 16883 3033
H 16388 20632
H 21502 15381
A 11074 16703
H 8595 28228
A 17803 27955
H 19169 27148
H 1138 26634
S 7863 5321
S 32556 4686
A 13118 22742
H 10649 27933
H 28954 31147
S 23595 15708
H 3267 16730
A 1803 24509
A 10507 22572
A 27956 29145
S 19225 16779
S 30032 18741
S 10926 529
H 18590 12271
S 26913 4789
H 8401 25542
S 15506 30045
S 17376 18285
S 6259 27398
A 20160 27124
S 14097 27823
H 30874 30877
A 18707 22106
A 1144 8388
S 16140 18389
S 2278 22373
H 1397 4683
H 2586 19530
A 1448 6869
S 12000 19616
S 24243 14713
S 13632 18849
H 7972 6491
S 25459 20926
S 25869 18965
H 7906 21290
S 15356 23397
S 10342 17050
S 26785 21427
A 4612 18823
H 8259 26412
S 16805 24986
S 32363 22609
S 29041 27402
S 30013 11348
S 27092 27149
H 1406 11426
A 15282 31331
A 20796 23639
S 19985 19648
H 10372 25503
S 27762 15718
H 4540 19502
S 23816 29410
H 6003 4432
A 17090 29808
S 25536 19265
S 13628 8985
H 30096 28886
S 27239 29756
S 5742 7057
S 16020 25828
H 14249 14780
S 8732 28752
H 5097 30499
H 15139 32307
A 12414 28302
A 3470 28452
A 7278 20143
S 23356 26436
H 14800 15962
A 21375 28585
S 8114 11657
A 8374 20672
S 24253 7254
A 12624 16101
S 20601 28367
A 6165 7547
S 16282 23953
S 1934 8723
A 12243 20090
S 22870 17941
S 12066 25806
S 29673 26827
H 626 11211
H 27389 29647
H 23615 4414
A 9727 25066
A 2182 27830
H 4189 12717
S 20999 11916
A 6734 12223
H 17630 32144
S 21029 19662
A 18425 29742
S 24348 32720
A 2490 32383
S 32404 3750
A 8169 15992
S 3318 9346
H 7271 5539
A 1926 21203
A 9096 30629
H 3397 7721
S 24814 15547
H 4028 3904
S 31687 15987
H 11398 15869
S 16219 8345
S 13164 10880
S 19373 26844
S 26218 7327
S 10181 30058
H 22537 15459
S 15623 7275
S 16829 13915
H 25900 22428
A 3922 5341
A 15537 18044
A 5022 32147
S 27095 22219
S 22944 9497
S 3218 22086
S 31673 14777
A 9712 25067
H 21355 9943
S 1501 26151
H 5210 24535
A 183 17501
S 6686 7694
H 1925 24622
S 16112 9276
S 27104 1624
S 29724 4286
S 19713 27118
A 15470 15808
H 21105 10585
A 2066 4373
S 10561 9088
S 11946 25994
S 26843 11466
S 12159 30149
H 25071 1497
A 18704 29968
A 1715 13461
S 12416 23715
S 9962 27726
S 1668 29773
S 14818 12219
S 27359 21380
H 25087 5476
S 4247 5188
S 10283 2072
S 17502 17236
S 23274 9948
S 17389 20918
S 29339 32185
H 24640 31095
H 27532 254
H 32238 15391
H 12028 24498
H 28185 27492
A 16492 27941
A 7414 8107
A 2791 22224
H 7126 4222
A 24947 29579
H 29202 31524
S 18099 23547
A 28213 30479
S 32483 25685
S 22357 14020
H 6128 4731
S 18827 12893
H 16025 24545
H 30103 14620
A 4422 12385
H 15636 30669
A 1411 27214
S 18136 29916
H 9355 10303
S 21116 4411
H 31075 22093
A 12949 14882
S 18425 21302
A 30294 30703
A 4902 14021
H 20980 25979
S 2008 6674
A 12069 19067
A 10765 30525
A 1119 27630
S 27603 32323
S 20188 22943
A 9189 30373
S 7614 8934
S 22832 8551
A 9610 11660
S 4118 26325
S 21322 18190
S 29739 4410
H 15882 25240
S 22630 19914
H 6686 14051
A 15250 25795
S 28009 31935
S 8673 5708
A 14973 17943
H 15009 5820
S 19484 728
H 13706 24645
H 23376 3645
A 18753 27935
A 4987 20225
H 13332 21902
H 26956 327
A 12729 24252
H 4011 19481
H 24028 16892
A 17253 31810
S 26270 5135
H 6131 5722
H 11050 15018
H 17012 27726
S 3163 2051
S 1216 28600
H 12456 24712
S 31681 20038
H 2808 23536
H 3093 1883
S 3107 2595
S 6445 22071
H 30034 22957
A 12892 20023
S 21888 24758
A 16029 28447
S 26298 19130
H 15090 21860
H 20480 15473
H 10409 3818
H 22223 27819
A 5821 8178
H 22455 19465
S 28804 6825
S 32664 11992
A 955 7493
S 18250 21376
S 8494 22292
H 12772 9538
S 6889 30355
H 20968 3637
H 2520 8514
S 13286 23751
S 641 24973
H 3466 46
S 31127 27558
A 1547 31881
A 19485 22694
A 10606 17060
S 20557 15180
A 10783 24730
H 20043 20841
S 3280 6095
S 4307 8533
H 18591 6636
A 7517 13578
H 23018 20979
S 24682 27824
S 20576 32633
S 1532 8387
H 4398 22954
S 8036 4122
S 27744 15534
S 28397 28787
S 20674 24435
S 1805 30808
H 27627 2332
H 11809 28532
S 27708 1147
H 30943 20146
S 30962 30048
H 7427 19388
S 22687 1706
S 27366 25522
S 14503 31058
S 30717 10039
S 10389 15345
S 7536 15902
